dataset,scope,window_size,step,scope_trace_index,global_trace_index,boundary_case_id,boundary_time,boundary_year_week,jsd_score,threshold,score_ratio,is_selected_peak
BPI Challenge 2017,ALL,150,10,150,150,Application_1754943309,2016-01-04T12:00:45.773000+00:00,2016-W01,0.010813956,0.0339268435,0.318743,False
BPI Challenge 2017,ALL,150,10,160,160,Application_1365381023,2016-01-04T13:29:31.474000+00:00,2016-W01,0.0116493943,0.0339268435,0.343368,False
BPI Challenge 2017,ALL,150,10,170,170,Application_1947668470,2016-01-04T14:40:06.912000+00:00,2016-W01,0.0131509039,0.0339268435,0.387625,False
BPI Challenge 2017,ALL,150,10,180,180,Application_1308403282,2016-01-04T16:04:35.836000+00:00,2016-W01,0.0144939546,0.0339268435,0.427212,False
BPI Challenge 2017,ALL,150,10,190,190,Application_1130151790,2016-01-04T17:48:54.583000+00:00,2016-W01,0.0119328383,0.0339268435,0.351723,False
BPI Challenge 2017,ALL,150,10,200,200,Application_1310063638,2016-01-04T18:44:28.417000+00:00,2016-W01,0.013745924,0.0339268435,0.405164,False
BPI Challenge 2017,ALL,150,10,210,210,Application_572814439,2016-01-04T20:01:26.109000+00:00,2016-W01,0.0134811715,0.0339268435,0.39736,False
BPI Challenge 2017,ALL,150,10,220,220,Application_1746133767,2016-01-04T21:22:59.108000+00:00,2016-W01,0.0142213985,0.0339268435,0.419178,False
BPI Challenge 2017,ALL,150,10,230,230,Application_1933550065,2016-01-05T08:23:53.784000+00:00,2016-W01,0.0135780145,0.0339268435,0.400214,False
BPI Challenge 2017,ALL,150,10,240,240,Application_2118101879,2016-01-05T10:14:11.329000+00:00,2016-W01,0.0147092741,0.0339268435,0.433559,False
BPI Challenge 2017,ALL,150,10,250,250,Application_402039661,2016-01-05T11:31:29.221000+00:00,2016-W01,0.0134592959,0.0339268435,0.396715,False
BPI Challenge 2017,ALL,150,10,260,260,Application_2059945768,2016-01-05T13:14:35.385000+00:00,2016-W01,0.0127255884,0.0339268435,0.375089,False
BPI Challenge 2017,ALL,150,10,270,270,Application_1195396325,2016-01-05T14:02:20.105000+00:00,2016-W01,0.012746141,0.0339268435,0.375695,False
BPI Challenge 2017,ALL,150,10,280,280,Application_243636886,2016-01-05T15:10:02.732000+00:00,2016-W01,0.0123317724,0.0339268435,0.363481,False
BPI Challenge 2017,ALL,150,10,290,290,Application_675506291,2016-01-05T16:21:19.432000+00:00,2016-W01,0.0124701375,0.0339268435,0.36756,False
BPI Challenge 2017,ALL,150,10,300,300,Application_804815556,2016-01-05T17:51:36.944000+00:00,2016-W01,0.0121220966,0.0339268435,0.357301,False
BPI Challenge 2017,ALL,150,10,310,310,Application_678686961,2016-01-05T19:39:19.595000+00:00,2016-W01,0.0123478652,0.0339268435,0.363956,False
BPI Challenge 2017,ALL,150,10,320,320,Application_874857207,2016-01-05T20:41:13.032000+00:00,2016-W01,0.0146234649,0.0339268435,0.431029,False
BPI Challenge 2017,ALL,150,10,330,330,Application_1052983039,2016-01-06T08:15:42.829000+00:00,2016-W01,0.0131729734,0.0339268435,0.388276,False
BPI Challenge 2017,ALL,150,10,340,340,Application_232465255,2016-01-06T09:22:02.983000+00:00,2016-W01,0.0135539298,0.0339268435,0.399505,False
BPI Challenge 2017,ALL,150,10,350,350,Application_1699815319,2016-01-06T10:40:55.784000+00:00,2016-W01,0.0153867819,0.0339268435,0.453528,False
BPI Challenge 2017,ALL,150,10,360,360,Application_1944285638,2016-01-06T13:03:39.746000+00:00,2016-W01,0.0160311146,0.0339268435,0.47252,False
BPI Challenge 2017,ALL,150,10,370,370,Application_1014301064,2016-01-06T13:56:37.110000+00:00,2016-W01,0.0134396138,0.0339268435,0.396135,False
BPI Challenge 2017,ALL,150,10,380,380,Application_59959307,2016-01-06T16:23:43.827000+00:00,2016-W01,0.0154718447,0.0339268435,0.456035,False
BPI Challenge 2017,ALL,150,10,390,390,Application_22095206,2016-01-06T19:07:00.747000+00:00,2016-W01,0.0155369624,0.0339268435,0.457955,False
BPI Challenge 2017,ALL,150,10,400,400,Application_1282765506,2016-01-06T21:10:56.250000+00:00,2016-W01,0.0155429639,0.0339268435,0.458132,False
BPI Challenge 2017,ALL,150,10,410,410,Application_775833032,2016-01-07T03:49:11.372000+00:00,2016-W01,0.015455332,0.0339268435,0.455549,False
BPI Challenge 2017,ALL,150,10,420,420,Application_854402455,2016-01-07T09:15:20.747000+00:00,2016-W01,0.0153638496,0.0339268435,0.452852,False
BPI Challenge 2017,ALL,150,10,430,430,Application_220286199,2016-01-07T10:49:41.728000+00:00,2016-W01,0.0147415329,0.0339268435,0.434509,False
BPI Challenge 2017,ALL,150,10,440,440,Application_2144860637,2016-01-07T12:39:58.709000+00:00,2016-W01,0.0130436496,0.0339268435,0.384464,False
BPI Challenge 2017,ALL,150,10,450,450,Application_1902262189,2016-01-07T13:56:23.420000+00:00,2016-W01,0.0127507126,0.0339268435,0.37583,False
BPI Challenge 2017,ALL,150,10,460,460,Application_346329864,2016-01-07T15:03:05.088000+00:00,2016-W01,0.0133574474,0.0339268435,0.393713,False
BPI Challenge 2017,ALL,150,10,470,470,Application_316292435,2016-01-07T17:28:38.029000+00:00,2016-W01,0.0149947361,0.0339268435,0.441973,False
BPI Challenge 2017,ALL,150,10,480,480,Application_953392572,2016-01-07T19:44:48.087000+00:00,2016-W01,0.0132932833,0.0339268435,0.391822,False
BPI Challenge 2017,ALL,150,10,490,490,Application_888479862,2016-01-07T22:12:34.348000+00:00,2016-W01,0.0125840788,0.0339268435,0.370918,False
BPI Challenge 2017,ALL,150,10,500,500,Application_1589119859,2016-01-08T08:01:17.078000+00:00,2016-W01,0.0111631543,0.0339268435,0.329036,False
BPI Challenge 2017,ALL,150,10,510,510,Application_1661120161,2016-01-08T09:25:42.572000+00:00,2016-W01,0.0106413271,0.0339268435,0.313655,False
BPI Challenge 2017,ALL,150,10,520,520,Application_1029986710,2016-01-08T12:52:14.480000+00:00,2016-W01,0.0107407001,0.0339268435,0.316584,False
BPI Challenge 2017,ALL,150,10,530,530,Application_1434477082,2016-01-08T13:30:59.503000+00:00,2016-W01,0.0136129149,0.0339268435,0.401243,False
BPI Challenge 2017,ALL,150,10,540,540,Application_1283463965,2016-01-08T14:33:33.989000+00:00,2016-W01,0.0164407079,0.0339268435,0.484593,False
BPI Challenge 2017,ALL,150,10,550,550,Application_1427678905,2016-01-08T16:03:40.072000+00:00,2016-W01,0.0170001097,0.0339268435,0.501081,False
BPI Challenge 2017,ALL,150,10,560,560,Application_275430191,2016-01-08T22:46:48.998000+00:00,2016-W01,0.0173097125,0.0339268435,0.510207,False
BPI Challenge 2017,ALL,150,10,570,570,Application_519973903,2016-01-09T09:43:24.501000+00:00,2016-W01,0.0210013596,0.0339268435,0.619019,False
BPI Challenge 2017,ALL,150,10,580,580,Application_389951798,2016-01-09T12:48:29.684000+00:00,2016-W01,0.0220868635,0.0339268435,0.651014,False
BPI Challenge 2017,ALL,150,10,590,590,Application_92091920,2016-01-09T14:56:43.982000+00:00,2016-W01,0.0166872342,0.0339268435,0.491859,False
BPI Challenge 2017,ALL,150,10,600,600,Application_1297886565,2016-01-09T18:59:34.887000+00:00,2016-W01,0.0128990065,0.0339268435,0.380201,False
BPI Challenge 2017,ALL,150,10,610,610,Application_588083897,2016-01-10T07:29:17.775000+00:00,2016-W01,0.0129554533,0.0339268435,0.381864,False
BPI Challenge 2017,ALL,150,10,620,620,Application_260580298,2016-01-10T11:24:22.917000+00:00,2016-W01,0.0108712896,0.0339268435,0.320433,False
BPI Challenge 2017,ALL,150,10,630,630,Application_1778663922,2016-01-10T16:13:55.855000+00:00,2016-W01,0.0099144777,0.0339268435,0.292231,False
BPI Challenge 2017,ALL,150,10,640,640,Application_600841731,2016-01-10T19:01:13.128000+00:00,2016-W01,0.0124920365,0.0339268435,0.368205,False
BPI Challenge 2017,ALL,150,10,650,650,Application_693445967,2016-01-11T08:06:41.017000+00:00,2016-W02,0.0126824968,0.0339268435,0.373819,False
BPI Challenge 2017,ALL,150,10,660,660,Application_2146617069,2016-01-11T09:07:48.176000+00:00,2016-W02,0.0108642511,0.0339268435,0.320226,False
BPI Challenge 2017,ALL,150,10,670,670,Application_882030529,2016-01-11T10:05:32.821000+00:00,2016-W02,0.0107169334,0.0339268435,0.315884,False
BPI Challenge 2017,ALL,150,10,680,680,Application_709001855,2016-01-11T10:57:26.231000+00:00,2016-W02,0.0102490566,0.0339268435,0.302093,False
BPI Challenge 2017,ALL,150,10,690,690,Application_1370564184,2016-01-11T12:10:35.474000+00:00,2016-W02,0.0089715218,0.0339268435,0.264437,False
BPI Challenge 2017,ALL,150,10,700,700,Application_1453762207,2016-01-11T13:12:42.065000+00:00,2016-W02,0.0092590648,0.0339268435,0.272913,False
BPI Challenge 2017,ALL,150,10,710,710,Application_1408374544,2016-01-11T14:23:38.968000+00:00,2016-W02,0.0102227753,0.0339268435,0.301318,False
BPI Challenge 2017,ALL,150,10,720,720,Application_565814930,2016-01-11T16:48:10.446000+00:00,2016-W02,0.0130850105,0.0339268435,0.385683,False
BPI Challenge 2017,ALL,150,10,730,730,Application_1910304791,2016-01-11T18:18:44.203000+00:00,2016-W02,0.0173040576,0.0339268435,0.51004,False
BPI Challenge 2017,ALL,150,10,740,740,Application_1111090727,2016-01-11T19:22:36.660000+00:00,2016-W02,0.0196681288,0.0339268435,0.579722,False
BPI Challenge 2017,ALL,150,10,750,750,Application_2013806316,2016-01-11T20:22:52.908000+00:00,2016-W02,0.0173236938,0.0339268435,0.510619,False
BPI Challenge 2017,ALL,150,10,760,760,Application_46744147,2016-01-11T22:51:07.043000+00:00,2016-W02,0.0198997534,0.0339268435,0.586549,False
BPI Challenge 2017,ALL,150,10,770,770,Application_536057092,2016-01-12T09:15:25.695000+00:00,2016-W02,0.0184386381,0.0339268435,0.543482,False
BPI Challenge 2017,ALL,150,10,780,780,Application_485970534,2016-01-12T10:59:40.264000+00:00,2016-W02,0.0190127094,0.0339268435,0.560403,False
BPI Challenge 2017,ALL,150,10,790,790,Application_1425008735,2016-01-12T12:58:47.710000+00:00,2016-W02,0.0195691719,0.0339268435,0.576805,False
BPI Challenge 2017,ALL,150,10,800,800,Application_958076943,2016-01-12T15:35:35.260000+00:00,2016-W02,0.0169468339,0.0339268435,0.499511,False
BPI Challenge 2017,ALL,150,10,810,810,Application_329803525,2016-01-12T17:42:36.167000+00:00,2016-W02,0.0168732289,0.0339268435,0.497342,False
BPI Challenge 2017,ALL,150,10,820,820,Application_327901907,2016-01-12T19:03:40.801000+00:00,2016-W02,0.0158699423,0.0339268435,0.467769,False
BPI Challenge 2017,ALL,150,10,830,830,Application_2086832446,2016-01-12T20:00:54.807000+00:00,2016-W02,0.014994425,0.0339268435,0.441963,False
BPI Challenge 2017,ALL,150,10,840,840,Application_1292292855,2016-01-12T23:34:27.231000+00:00,2016-W02,0.0145894726,0.0339268435,0.430027,False
BPI Challenge 2017,ALL,150,10,850,850,Application_1231427778,2016-01-13T09:22:07.831000+00:00,2016-W02,0.0146581481,0.0339268435,0.432052,False
BPI Challenge 2017,ALL,150,10,860,860,Application_2104180007,2016-01-13T11:03:22.192000+00:00,2016-W02,0.0155392799,0.0339268435,0.458023,False
BPI Challenge 2017,ALL,150,10,870,870,Application_35262179,2016-01-13T13:21:35.349000+00:00,2016-W02,0.0188957748,0.0339268435,0.556956,False
BPI Challenge 2017,ALL,150,10,880,880,Application_823693253,2016-01-13T15:02:20.994000+00:00,2016-W02,0.0158812524,0.0339268435,0.468103,False
BPI Challenge 2017,ALL,150,10,890,890,Application_37288045,2016-01-13T16:14:44.680000+00:00,2016-W02,0.0172045391,0.0339268435,0.507107,False
BPI Challenge 2017,ALL,150,10,900,900,Application_312676830,2016-01-13T19:08:47.753000+00:00,2016-W02,0.0139217208,0.0339268435,0.410345,False
BPI Challenge 2017,ALL,150,10,910,910,Application_1321331571,2016-01-13T22:04:10.617000+00:00,2016-W02,0.0151947828,0.0339268435,0.447869,False
BPI Challenge 2017,ALL,150,10,920,920,Application_2039099639,2016-01-14T09:18:38.435000+00:00,2016-W02,0.0148195616,0.0339268435,0.436809,False
BPI Challenge 2017,ALL,150,10,930,930,Application_1873297327,2016-01-14T11:33:22.808000+00:00,2016-W02,0.0133590285,0.0339268435,0.39376,False
BPI Challenge 2017,ALL,150,10,940,940,Application_1552817671,2016-01-14T13:39:33.250000+00:00,2016-W02,0.0114256922,0.0339268435,0.336774,False
BPI Challenge 2017,ALL,150,10,950,950,Application_1086310567,2016-01-14T15:01:19.593000+00:00,2016-W02,0.0111176264,0.0339268435,0.327694,False
BPI Challenge 2017,ALL,150,10,960,960,Application_353865638,2016-01-14T16:30:06.143000+00:00,2016-W02,0.0148255478,0.0339268435,0.436986,False
BPI Challenge 2017,ALL,150,10,970,970,Application_627538343,2016-01-14T18:23:19.169000+00:00,2016-W02,0.014135997,0.0339268435,0.416661,False
BPI Challenge 2017,ALL,150,10,980,980,Application_1713826686,2016-01-14T19:52:13.844000+00:00,2016-W02,0.0150484259,0.0339268435,0.443555,False
BPI Challenge 2017,ALL,150,10,990,990,Application_1948430603,2016-01-15T01:29:38.407000+00:00,2016-W02,0.0149597344,0.0339268435,0.440941,False
BPI Challenge 2017,ALL,150,10,1000,1000,Application_1591209374,2016-01-15T08:52:33.638000+00:00,2016-W02,0.0167893618,0.0339268435,0.49487,False
BPI Challenge 2017,ALL,150,10,1010,1010,Application_1462160624,2016-01-15T11:07:48.279000+00:00,2016-W02,0.0150166685,0.0339268435,0.442619,False
BPI Challenge 2017,ALL,150,10,1020,1020,Application_1813174327,2016-01-15T13:12:23.280000+00:00,2016-W02,0.0183572418,0.0339268435,0.541083,False
BPI Challenge 2017,ALL,150,10,1030,1030,Application_1520375133,2016-01-15T15:12:41.836000+00:00,2016-W02,0.016974262,0.0339268435,0.50032,False
BPI Challenge 2017,ALL,150,10,1040,1040,Application_479102695,2016-01-15T16:08:38.193000+00:00,2016-W02,0.0154809849,0.0339268435,0.456305,False
BPI Challenge 2017,ALL,150,10,1050,1050,Application_444139032,2016-01-15T18:14:44.021000+00:00,2016-W02,0.0147088759,0.0339268435,0.433547,False
BPI Challenge 2017,ALL,150,10,1060,1060,Application_1430471697,2016-01-16T08:36:13.468000+00:00,2016-W02,0.0142915203,0.0339268435,0.421245,False
BPI Challenge 2017,ALL,150,10,1070,1070,Application_796925887,2016-01-16T10:11:15.412000+00:00,2016-W02,0.0136979991,0.0339268435,0.403751,False
BPI Challenge 2017,ALL,150,10,1080,1080,Application_1867648545,2016-01-16T12:22:30.282000+00:00,2016-W02,0.012405775,0.0339268435,0.365663,False
BPI Challenge 2017,ALL,150,10,1090,1090,Application_701717242,2016-01-16T15:09:11.898000+00:00,2016-W02,0.0129760684,0.0339268435,0.382472,False
BPI Challenge 2017,ALL,150,10,1100,1100,Application_1687910953,2016-01-16T16:42:36.463000+00:00,2016-W02,0.0129396504,0.0339268435,0.381399,False
BPI Challenge 2017,ALL,150,10,1110,1110,Application_579706940,2016-01-16T20:50:40.005000+00:00,2016-W02,0.0158479521,0.0339268435,0.467121,False
BPI Challenge 2017,ALL,150,10,1120,1120,Application_717431849,2016-01-17T09:30:09.002000+00:00,2016-W02,0.0167715701,0.0339268435,0.494345,False
BPI Challenge 2017,ALL,150,10,1130,1130,Application_248714087,2016-01-17T12:01:31.178000+00:00,2016-W02,0.0160446624,0.0339268435,0.472919,False
BPI Challenge 2017,ALL,150,10,1140,1140,Application_1620828737,2016-01-17T15:24:35.493000+00:00,2016-W02,0.0161904017,0.0339268435,0.477215,False
BPI Challenge 2017,ALL,150,10,1150,1150,Application_163280222,2016-01-17T19:48:42.774000+00:00,2016-W02,0.0169029556,0.0339268435,0.498218,False
BPI Challenge 2017,ALL,150,10,1160,1160,Application_62717154,2016-01-17T22:20:38.554000+00:00,2016-W02,0.0162985927,0.0339268435,0.480404,False
BPI Challenge 2017,ALL,150,10,1170,1170,Application_680429795,2016-01-18T08:44:12.527000+00:00,2016-W03,0.0178454269,0.0339268435,0.525997,False
BPI Challenge 2017,ALL,150,10,1180,1180,Application_424540764,2016-01-18T09:07:50.727000+00:00,2016-W03,0.0165777138,0.0339268435,0.488631,False
BPI Challenge 2017,ALL,150,10,1190,1190,Application_1565253423,2016-01-18T09:34:24.323000+00:00,2016-W03,0.0147206485,0.0339268435,0.433894,False
BPI Challenge 2017,ALL,150,10,1200,1200,Application_2134473273,2016-01-18T10:30:46.055000+00:00,2016-W03,0.0150004785,0.0339268435,0.442142,False
BPI Challenge 2017,ALL,150,10,1210,1210,Application_477108792,2016-01-18T11:54:13.718000+00:00,2016-W03,0.01294321,0.0339268435,0.381504,False
BPI Challenge 2017,ALL,150,10,1220,1220,Application_2116808282,2016-01-18T12:32:36.189000+00:00,2016-W03,0.0115987106,0.0339268435,0.341874,False
BPI Challenge 2017,ALL,150,10,1230,1230,Application_971306755,2016-01-18T13:23:29.995000+00:00,2016-W03,0.0109137694,0.0339268435,0.321685,False
BPI Challenge 2017,ALL,150,10,1240,1240,Application_323151268,2016-01-18T14:34:54.720000+00:00,2016-W03,0.0090687254,0.0339268435,0.267302,False
BPI Challenge 2017,ALL,150,10,1250,1250,Application_1666984263,2016-01-18T16:15:16.676000+00:00,2016-W03,0.0102056463,0.0339268435,0.300813,False
BPI Challenge 2017,ALL,150,10,1260,1260,Application_1772525219,2016-01-18T18:30:53.459000+00:00,2016-W03,0.0114922509,0.0339268435,0.338736,False
BPI Challenge 2017,ALL,150,10,1270,1270,Application_1824540654,2016-01-18T19:43:44.666000+00:00,2016-W03,0.0152748896,0.0339268435,0.45023,False
BPI Challenge 2017,ALL,150,10,1280,1280,Application_1232820241,2016-01-19T07:44:57.274000+00:00,2016-W03,0.0122062709,0.0339268435,0.359782,False
BPI Challenge 2017,ALL,150,10,1290,1290,Application_2132598561,2016-01-19T10:00:30.209000+00:00,2016-W03,0.0146335541,0.0339268435,0.431327,False
BPI Challenge 2017,ALL,150,10,1300,1300,Application_1869345024,2016-01-19T12:01:06.065000+00:00,2016-W03,0.0146775691,0.0339268435,0.432624,False
BPI Challenge 2017,ALL,150,10,1310,1310,Application_1981395789,2016-01-19T13:47:22.555000+00:00,2016-W03,0.0126816302,0.0339268435,0.373793,False
BPI Challenge 2017,ALL,150,10,1320,1320,Application_2098028289,2016-01-19T15:42:45.973000+00:00,2016-W03,0.0143221113,0.0339268435,0.422147,False
BPI Challenge 2017,ALL,150,10,1330,1330,Application_1768657632,2016-01-19T17:24:50.763000+00:00,2016-W03,0.0153065296,0.0339268435,0.451163,False
BPI Challenge 2017,ALL,150,10,1340,1340,Application_484468921,2016-01-19T19:15:53.938000+00:00,2016-W03,0.0168443016,0.0339268435,0.496489,False
BPI Challenge 2017,ALL,150,10,1350,1350,Application_1703039750,2016-01-19T20:48:07.505000+00:00,2016-W03,0.0168472846,0.0339268435,0.496577,False
BPI Challenge 2017,ALL,150,10,1360,1360,Application_471764571,2016-01-20T06:46:14.429000+00:00,2016-W03,0.014836522,0.0339268435,0.437309,False
BPI Challenge 2017,ALL,150,10,1370,1370,Application_290531407,2016-01-20T09:43:48.259000+00:00,2016-W03,0.0156720214,0.0339268435,0.461936,False
BPI Challenge 2017,ALL,150,10,1380,1380,Application_1790887026,2016-01-20T11:26:40.167000+00:00,2016-W03,0.0136164496,0.0339268435,0.401347,False
BPI Challenge 2017,ALL,150,10,1390,1390,Application_1893449548,2016-01-20T13:12:19.557000+00:00,2016-W03,0.0143968904,0.0339268435,0.424351,False
BPI Challenge 2017,ALL,150,10,1400,1400,Application_931374942,2016-01-20T14:52:04.667000+00:00,2016-W03,0.0124389054,0.0339268435,0.366639,False
BPI Challenge 2017,ALL,150,10,1410,1410,Application_857488446,2016-01-20T15:46:37.443000+00:00,2016-W03,0.0102891128,0.0339268435,0.303274,False
BPI Challenge 2017,ALL,150,10,1420,1420,Application_2068499313,2016-01-20T18:01:48.656000+00:00,2016-W03,0.0112031929,0.0339268435,0.330216,False
BPI Challenge 2017,ALL,150,10,1430,1430,Application_323872264,2016-01-20T20:00:14.983000+00:00,2016-W03,0.010819777,0.0339268435,0.318915,False
BPI Challenge 2017,ALL,150,10,1440,1440,Application_1056392515,2016-01-20T22:40:02.540000+00:00,2016-W03,0.0143668149,0.0339268435,0.423465,False
BPI Challenge 2017,ALL,150,10,1450,1450,Application_1083971641,2016-01-21T08:16:34.876000+00:00,2016-W03,0.0152834148,0.0339268435,0.450481,False
BPI Challenge 2017,ALL,150,10,1460,1460,Application_1985375927,2016-01-21T10:50:37.161000+00:00,2016-W03,0.0125254296,0.0339268435,0.369189,False
BPI Challenge 2017,ALL,150,10,1470,1470,Application_2051660661,2016-01-21T12:11:29.027000+00:00,2016-W03,0.0143920885,0.0339268435,0.424209,False
BPI Challenge 2017,ALL,150,10,1480,1480,Application_1703977531,2016-01-21T14:05:03.915000+00:00,2016-W03,0.0177278976,0.0339268435,0.522533,False
BPI Challenge 2017,ALL,150,10,1490,1490,Application_354089896,2016-01-21T15:29:11.051000+00:00,2016-W03,0.0220234777,0.0339268435,0.649146,False
BPI Challenge 2017,ALL,150,10,1500,1500,Application_2020254211,2016-01-21T17:37:15.115000+00:00,2016-W03,0.020799663,0.0339268435,0.613074,False
BPI Challenge 2017,ALL,150,10,1510,1510,Application_1851326830,2016-01-21T19:52:42.754000+00:00,2016-W03,0.0185534813,0.0339268435,0.546867,False
BPI Challenge 2017,ALL,150,10,1520,1520,Application_1976397876,2016-01-22T05:57:45.772000+00:00,2016-W03,0.0189808556,0.0339268435,0.559464,False
BPI Challenge 2017,ALL,150,10,1530,1530,Application_2110565193,2016-01-22T09:29:37.258000+00:00,2016-W03,0.0195011602,0.0339268435,0.5748,False
BPI Challenge 2017,ALL,150,10,1540,1540,Application_2002434573,2016-01-22T10:21:37.736000+00:00,2016-W03,0.0199106413,0.0339268435,0.58687,False
BPI Challenge 2017,ALL,150,10,1550,1550,Application_149418612,2016-01-22T11:29:02.260000+00:00,2016-W03,0.0178821258,0.0339268435,0.527079,False
BPI Challenge 2017,ALL,150,10,1560,1560,Application_617110337,2016-01-22T13:29:47.777000+00:00,2016-W03,0.0160316397,0.0339268435,0.472536,False
BPI Challenge 2017,ALL,150,10,1570,1570,Application_1978688435,2016-01-22T15:30:51.481000+00:00,2016-W03,0.016494836,0.0339268435,0.486188,False
BPI Challenge 2017,ALL,150,10,1580,1580,Application_7934432,2016-01-22T18:15:17.594000+00:00,2016-W03,0.014916231,0.0339268435,0.439659,False
BPI Challenge 2017,ALL,150,10,1590,1590,Application_941143913,2016-01-22T22:26:24.449000+00:00,2016-W03,0.013933443,0.0339268435,0.410691,False
BPI Challenge 2017,ALL,150,10,1600,1600,Application_541009281,2016-01-23T11:24:44.530000+00:00,2016-W03,0.0164252283,0.0339268435,0.484137,False
BPI Challenge 2017,ALL,150,10,1610,1610,Application_881056301,2016-01-23T13:31:30.324000+00:00,2016-W03,0.0156027772,0.0339268435,0.459895,False
BPI Challenge 2017,ALL,150,10,1620,1620,Application_1064257044,2016-01-23T15:28:03.868000+00:00,2016-W03,0.0139809968,0.0339268435,0.412092,False
BPI Challenge 2017,ALL,150,10,1630,1630,Application_23872008,2016-01-23T19:09:09.303000+00:00,2016-W03,0.0116630259,0.0339268435,0.34377,False
BPI Challenge 2017,ALL,150,10,1640,1640,Application_94526407,2016-01-24T09:47:06.724000+00:00,2016-W03,0.0120261892,0.0339268435,0.354474,False
BPI Challenge 2017,ALL,150,10,1650,1650,Application_407168399,2016-01-24T13:28:25.076000+00:00,2016-W03,0.0119377483,0.0339268435,0.351867,False
BPI Challenge 2017,ALL,150,10,1660,1660,Application_451341004,2016-01-24T16:17:02.430000+00:00,2016-W03,0.0111980916,0.0339268435,0.330066,False
BPI Challenge 2017,ALL,150,10,1670,1670,Application_778872859,2016-01-24T20:52:21.737000+00:00,2016-W03,0.0132217755,0.0339268435,0.389714,False
BPI Challenge 2017,ALL,150,10,1680,1680,Application_1804119617,2016-01-25T08:47:24.893000+00:00,2016-W04,0.0146429445,0.0339268435,0.431604,False
BPI Challenge 2017,ALL,150,10,1690,1690,Application_488589945,2016-01-25T09:08:13.732000+00:00,2016-W04,0.0149712846,0.0339268435,0.441281,False
BPI Challenge 2017,ALL,150,10,1700,1700,Application_833464752,2016-01-25T10:16:00.699000+00:00,2016-W04,0.0152443681,0.0339268435,0.449331,False
BPI Challenge 2017,ALL,150,10,1710,1710,Application_1540139721,2016-01-25T11:26:55.423000+00:00,2016-W04,0.0147425503,0.0339268435,0.434539,False
BPI Challenge 2017,ALL,150,10,1720,1720,Application_366844104,2016-01-25T12:35:24.531000+00:00,2016-W04,0.0119804998,0.0339268435,0.353127,False
BPI Challenge 2017,ALL,150,10,1730,1730,Application_1533067965,2016-01-25T13:48:41.852000+00:00,2016-W04,0.0121822132,0.0339268435,0.359073,False
BPI Challenge 2017,ALL,150,10,1740,1740,Application_1781472642,2016-01-25T14:48:55.417000+00:00,2016-W04,0.0112059258,0.0339268435,0.330297,False
BPI Challenge 2017,ALL,150,10,1750,1750,Application_546890434,2016-01-25T16:38:26.754000+00:00,2016-W04,0.0115728273,0.0339268435,0.341111,False
BPI Challenge 2017,ALL,150,10,1760,1760,Application_514953619,2016-01-25T18:09:46.145000+00:00,2016-W04,0.0103534829,0.0339268435,0.305171,False
BPI Challenge 2017,ALL,150,10,1770,1770,Application_1901466720,2016-01-25T19:23:50.224000+00:00,2016-W04,0.0095660633,0.0339268435,0.281961,False
BPI Challenge 2017,ALL,150,10,1780,1780,Application_641373824,2016-01-25T20:35:26.859000+00:00,2016-W04,0.009082486,0.0339268435,0.267708,False
BPI Challenge 2017,ALL,150,10,1790,1790,Application_1359909977,2016-01-26T07:30:17.582000+00:00,2016-W04,0.0103748961,0.0339268435,0.305802,False
BPI Challenge 2017,ALL,150,10,1800,1800,Application_831730984,2016-01-26T10:05:22.374000+00:00,2016-W04,0.0087961265,0.0339268435,0.259267,False
BPI Challenge 2017,ALL,150,10,1810,1810,Application_1214558658,2016-01-26T11:15:06.240000+00:00,2016-W04,0.0107387065,0.0339268435,0.316525,False
BPI Challenge 2017,ALL,150,10,1820,1820,Application_615376232,2016-01-26T14:15:22.431000+00:00,2016-W04,0.0111135988,0.0339268435,0.327575,False
BPI Challenge 2017,ALL,150,10,1830,1830,Application_736442506,2016-01-26T15:38:34.070000+00:00,2016-W04,0.0104840986,0.0339268435,0.309021,False
BPI Challenge 2017,ALL,150,10,1840,1840,Application_507916546,2016-01-26T18:17:29.156000+00:00,2016-W04,0.0162778749,0.0339268435,0.479793,False
BPI Challenge 2017,ALL,150,10,1850,1850,Application_1384403042,2016-01-26T19:15:45.276000+00:00,2016-W04,0.0189277832,0.0339268435,0.5579,False
BPI Challenge 2017,ALL,150,10,1860,1860,Application_1678522753,2016-01-26T21:35:54.052000+00:00,2016-W04,0.0164855955,0.0339268435,0.485916,False
BPI Challenge 2017,ALL,150,10,1870,1870,Application_2053775548,2016-01-27T07:34:39.604000+00:00,2016-W04,0.0155464293,0.0339268435,0.458234,False
BPI Challenge 2017,ALL,150,10,1880,1880,Application_1892297383,2016-01-27T09:01:30.460000+00:00,2016-W04,0.0170411489,0.0339268435,0.502291,False
BPI Challenge 2017,ALL,150,10,1890,1890,Application_1452159527,2016-01-27T10:09:09.175000+00:00,2016-W04,0.0219659929,0.0339268435,0.647452,False
BPI Challenge 2017,ALL,150,10,1900,1900,Application_1631035581,2016-01-27T11:49:37.139000+00:00,2016-W04,0.0173982048,0.0339268435,0.512815,False
BPI Challenge 2017,ALL,150,10,1910,1910,Application_1643015710,2016-01-27T12:53:09.422000+00:00,2016-W04,0.0176062399,0.0339268435,0.518947,False
